game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Multiplayer,2016-03-18,December 2017,,,,jkas,PC
H1Z1 + 2 in-game crates,2017-10-03,December 2017,,,Lemon Curd Games,Curdz,PC
BlazBlue: Chronophantasma Extend,2015-04-23,December 2017,,82,"Aksys Games, H2 Interactive Co","Arc System Works, Aksys Games",PC
Nex Machina,6/1/2017,December 2017,,84.0,Housemarque,Housemarque,PC
The Sexy Brutale,4/1/2017,December 2017,,83.0,Tequila Works,"Tequila Works, Cavalier Game Studios",PC
STRAFE: Millennium Edition,2014-11-07,December 2017,,,Aldorlea Games,Aldorlea Games,PC
Passpartout: The Starving Artist,2017-06-05,December 2017,,,"Flamebait Games, Flamebait","Flamebait Games, Snowden Studios, Flamebait",PC
Way of the Passive Fist,2018-03-06,December 2017,,,Household Games,Household Games,PC
THOR.N,2017-12-01,December 2017,,,,,PC
Crescent Bay,2017-12-01,December 2017,,,,,PC
Resident Evil™ 5 Gold Edition,2009-03-05,November 2017,,86,Capcom,Capcom,PC
Shadow Tactics: Blades of the Shogun,12/1/2016,November 2017,,85.0,Daedalic Entertainment,"Daedalic Entertainment, Mimimi Productions",PC
The Elder Scrolls Online: Tamriel Unlimited,4/4/2014,November 2017,,74.0,Bethesda Softworks,"Bethesda Softworks, Zenimax Online Studios",PC
Quake Champions,2017-08-22,November 2017,,,Bethesda Softworks,"id Software, Saber Interactive",PC
The Elder Scrolls: Legends,2017-03-22,November 2017,,82,Bethesda Softworks,"Bethesda Softworks, Dire Wolf Digital",PC
Dead Rising® 2,2010-08-12,November 2017,,,Capcom,Blue Castle Games,PC
Silence,2016-11-15,November 2017,,75,Daedalic Entertainment,Daedalic Entertainment,PC
Emily is Away Too,2017-05-26,November 2017,,81,Kyle Seeley,Kyle Seeley,PC
World to the West,2017-05-04,November 2017,,75,Rain Games,Rain Games,PC
Wilmot's Warehouse,8/1/2019,November 2017,,85.0,"Finji, Richard Hogg","Richard Hogg, Hollow Ponds",PC
Wargame: Red Dragon,4/17/2014,October 2017,,78.0,Focus Home Interactive,Eugen Systems,PC
Furi,7/1/2016,October 2017,,76.0,"Plug In Digital, The Game Bakers",The Game Bakers,PC
Rise of the Tomb Raider™,2015-11-10,October 2017,,86,"Square Enix, Microsoft Studios, Feral Interactive","Feral Interactive, Crystal Dynamics, Nixxes",PC
Orwell: Keeping an Eye On You,10/1/2016,October 2017,,77.0,"Fellow Traveller, Surprise Attack","Osmotic Studios, Fellow Traveller",PC
Seasons after Fall,9/1/2016,October 2017,,77.0,Focus Home Interactive,"Focus Home Interactive, Swing Swing Submarine",PC
The Shrouded Isle,2017-08-04,October 2017,,,Kitfox Games,"Kitfox Games, Tanya Short, Erica Lahaie, Jongwoo Kim, FX Bilodeau",PC
Scanner Sombre,2017-04-25,October 2017,,67,Introversion Software,Introversion Software,PC
Getting Over It with Bennett Foddy,2017-12-06,October 2017,,,Bennett Foddy,"Noodlecake Studios, Bennett Foddy",PC
Banner Saga 2,2016-04-18,September 2017,,82,"Versus Evil, Stoic","Versus Evil, Stoic",PC
Momodora: Reverie Under the Moonlight,3/1/2016,September 2017,,77.0,"AGM PLAYISM, Playism, Active Gaming Media, DANGEN Entertainment","ACTIVE GAMING MEDIA, Bombservice, rdein",PC
Killing Floor 2,11/16/2016,September 2017,,75.0,"Tripwire Interactive, Iceberg Interactive",Tripwire Interactive,PC
Worms W.M.D,8/1/2016,September 2017,,75.0,Team17 Digital,Team17 Digital,PC
Stories Untold,2/26/2017,September 2017,,81.0,Devolver Digital,No Code,PC
HackyZack,2017-03-28,September 2017,,,Humble Bundle,Spaceboy Games,PC
Eterium,2014-04-15,September 2017,,,Rogue Earth,Rogue Earth,PC
No Longer Available,2020-06-16,September 2017,,,"Star Drifters, Piotr Wołk","Star Drifters, Piotr Wolk, Piotr Wołk",PC
Volantia: Kingdom in the Sky,2006-10-28,September 2017,,85,"XSEED Games, Marvelous USA","Nihon Falcom, XSEED Games",PC
ONE PIECE BURNING BLOOD,2016-04-21,August 2017,,,Bandai Namco Entertainment,"BANDAI NAMCO Entertainment America, Spike Chunsoft",PC
Offworld Trading Company,4/1/2016,August 2017,,78.0,Stardock Entertainment,Mohawk Games,PC
Pillars of Eternity,2015-03-26,August 2017,,89,Paradox Interactive,Obsidian Entertainment,PC
NBA 2K17,9/1/2016,August 2017,,90.0,"2K Games, 2K Sports","2K, Visual Concepts",PC
War for the Overworld,2015-04-01,August 2017,,65,Brightrock Games,Brightrock Games,PC
Overcooked,8/1/2016,August 2017,,81.0,Team17 Digital,"Team17 Digital, Ghost Town Games",PC
Multiplayer,2016-03-18,August 2017,,,,jkas,PC
Wuppo,2016-09-28,August 2017,,80,Soedesco,"SOEDESCO Publishing, Knuist & Perzik, Perzik, Knuist",PC
Nongünz,2017-05-19,August 2017,,,Sindiecate Arts,Brainwash Gang,PC
Kevin Eastman's Underwhere Issues 1-4,2018-09-18,August 2017,,,"Digerati, Paper Castle Games",Paper Castle Games,PC
Quiet City,2017-11-10,August 2017,,,,increpare games,PC
Galactic Civilizations® III - Core Edition,2011-12-02,July 2017,,92,Stardock Entertainment,Stardock Entertainment,PC
Hyper Light Drifter,3/30/2016,July 2017,,84.0,"Abylight, Heart Machine","Heart Machine, Abylight",PC
DARK SOULS™ II: Scholar of the First Sin,2015-04-01,July 2017,,79,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, FromSoftware","BANDAI NAMCO Entertainment America, FromSoftware",PC
Armello,9/1/2015,July 2017,,75.0,League of Geeks,League of Geeks,PC
SimplePlanes,2014-12-10,July 2017,,67,"LLC, Jundroo",Jundroo,PC
Sherlock Holmes: The Devil's Daughter,6/10/2016,July 2017,,65.0,"Plug In Digital, Bigben Interactive",Frogwares,PC
Kero Blaster,2014-05-11,July 2017,,82,"AGM PLAYISM, Playism, Active Gaming Media, AMAYA DAISUKE","ACTIVE GAMING MEDIA, Studio Pixel",PC
Kevin Eastman's Underwhere Issues 1-3,2021-11-24,July 2017,,,,KismetGames,PC
2000:1: A Space Felony,2017-06-23,July 2017,,,,National Insecurities,PC
Plague Inc: Evolved,2015-09-18,June 2017,,80,Ndemic Creations,Ndemic Creations,PC
SUPERHOT,2/1/2016,June 2017,,83.0,"SUPERHOT Team, SUPERHOT","SUPERHOT Team, SUPERHOT",PC
Stellaris,5/1/2016,June 2017,,81.0,Paradox Interactive,Paradox Development Studio,PC
Ashes of the Singularity: Escalation,11/1/2016,June 2017,,81.0,"Stardock Entertainment, Stardock","Stardock Entertainment, Oxide Games",PC
Brigador: Up-Armored Edition,2016-06-02,June 2017,,70,Stellar Jockeys,"Stellar Jockeys, Gausswerks",PC
Shoppe Keep,2016-05-20,June 2017,,,Excalibur Games,"Excalibur Games, Arvydas Žemaitis",PC
Maize,2016-11-30,June 2017,,65,"Finish Line Games, Absidy Publishing Company","Finish Line Games, Absidy Publishing Company",PC
Kevin Eastman's Underwhere Issues 1-2,2017-03-03,June 2017,,58,Nintendo,Nintendo,PC
Tiny Echo,2017-08-31,June 2017,,,"4EversGames, Might and Delight",Might and Delight,PC
This Is the Police,3/1/2017,05/1/2017,,66.0,"THQ Nordic, Nordic Games, www.handy-games.com, EuroVideo Medien","THQ Nordic, Handy Games, Weappy Studio",PC
UNDERTALE,9/1/2015,05/1/2017,,92.0,"8-4, Toby Fox","8-4, Toby Fox",PC
DiRT Rally,12/1/2015,05/1/2017,,86.0,"Feral Interactive, Deep Silver, Codemasters","Feral Interactive, Codemasters",PC
INSIDE,6/1/2016,05/1/2017,,93.0,Playdead,Playdead,PC
Metrico+,2016-08-23,05/1/2017,,66,Digital Dreams,Digital Dreams,PC
GoNNER - Press Jump To Die Edition,2012-08-23,05/1/2017,,85,Bandai Namco Entertainment,FromSoftware,PC
Kevin Eastman's Underwhere #1,2018-09-18,05/1/2017,,,"Digerati, Paper Castle Games",Paper Castle Games,PC
The Turing Test,8/1/2016,05/1/2017,,80.0,"Square Enix, Bulkhead Interactive",Bulkhead Interactive,PC
Super Rude Bear Resurrection,2017-05-02,05/1/2017,,78,Alex Rose Games,"Alex Rose, VORPAL GAMES",PC
A2Be - A Science Fiction Narrative,2017-05-07,05/1/2017,,,Vagabond Dog,Vagabond Dog,PC
Layers of Fear: Masterpiece Edition,2016-08-02,April 2017,,,Aspyr,,PC
Black Mesa,2020-03-06,April 2017,,86,Crowbar Collective,Crowbar Collective,PC
The Witness,1/25/2016,April 2017,,87.0,"Thekla, Number None","NVIDIA Lightspeed Studios, Number None, Thekla",PC
Kingdom: New Lands Royal Edition,2015-10-21,April 2017,,80,Raw Fury,"Raw Fury, Noio, Licorice",PC
Event[0],2016-09-13,April 2017,,75,Ocelot Society,Ocelot Society,PC
Tumblestone,7/11/2016,April 2017,,91.0,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,PC
Slime-san,2017-04-07,April 2017,,78,"Headup Games, Fabraz",Fabraz,PC
Jawns,,April 2017,,,,,PC
Poly Bridge,2016-07-12,March 2017,,73,Dry Cactus,Dry Cactus,PC
Space Run Galaxy,2016-06-17,March 2017,,75,Focus Home Interactive,Passtech Games,PC
Total War™: WARHAMMER®,2016-05-24,March 2017,,86,"SEGA, Feral Interactive","Feral Interactive, Creative Assembly",PC
ONE PIECE PIRATE WARRIORS 3,2015-03-26,March 2017,,,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Koei Tecmo",PC
Flat Heroes,2016-09-08,March 2017,,82,"Deck13, Deck 13, Parallel Circles","Parallel Circles, FlatHeroes",PC
"RIVE: Wreck, Hack, Die, Retry",2016-09-13,March 2017,,,"Two Tribes Publishing, Two Tribes","Two Tribes, Two Tribes Publishing",PC
Morphblade,2017-03-03,March 2017,,,Suspicious Developments,Suspicious Developments,PC
Uurnog,2017-11-16,March 2017,,74,Raw Fury,"Raw Fury, Nifflas Games",PC
Ryse: Son of Rome,11/1/2013,February 2017,,60.0,"Microsoft Studios, Crytek",Crytek,PC
ABZÛ,8/1/2016,February 2017,,83.0,505 Games,Giant Squid,PC
XCOM® 2,2012-10-09,February 2017,,89,"2K Games, Feral Interactive","Feral Interactive, 2K, Firaxis",PC
SteamWorld Heist,2015-12-10,February 2017,,81,"Image & Form, Image & Form International",Image & Form,PC
Okhlos,2016-08-17,February 2017,,69,Devolver Digital,Coffee Powered Machine,PC
Project Highrise,2016-09-07,February 2017,,73,"Kalypso Media, Kasedo Games","Kalypso Media, SomaSim, Kalypso Media Mobile",PC
Husk,2017-02-03,February 2017,,44,IMGN.PRO,UndeadScout,PC
Hollow Knight,2017-02-23,February 2017,,88,Team Cherry,Team Cherry,PC
"Oh, Deer!",2015-12-12,February 2017,,,,,PC
Multiplayer,2016-03-18,February 2017,,,,jkas,PC
Project CARS,5/6/2015,January 2017,,83.0,"Bandai Namco Entertainment, Slightly Mad Studios",Slightly Mad Studios,PC
Mother Russia Bleeds,9/1/2016,January 2017,,70.0,Devolver Digital,"Devolver Digital, Le Cartel Studio",PC
The Legend of Heroes: Trails in the Sky,2006-10-28,January 2017,,85,"XSEED Games, Marvelous USA","Nihon Falcom, XSEED Games",PC
Warhammer: End Times - Vermintide + DLC,2015-10-23,January 2017,,79,Fatshark,Fatshark,PC
Neon Chrome,4/1/2016,January 2017,,72.0,10tons,10tons,PC
Jotun,2015-09-29,January 2017,,79,Thunder Lotus Games,"Thunder Lotus, Thunder Lotus Games",PC
Hopiko,2015-09-24,January 2017,,82,"Merge Games, Laser Dog Games","Merge Games, Laser Dog",PC
Kimmy,2017-04-18,January 2017,,,,Star Maid Games,PC
The Escapists: Supermax Edition,2015-02-12,December 2016,,71,Team17 Digital,"Team17 Digital, Mouldy Toof Studios",PC
Mordheim: City of the Damned,2015-11-18,December 2016,,74,Focus Home Interactive,Rogue Factor,PC
Hacknet,2015-08-11,December 2016,,82,"Fellow Traveller, Surprise Attack",Team Fractal Alligator,PC
Western Press,2016-04-21,December 2016,,,Surprise Attack,Bandit-1,PC
The Flame in the Flood,2/23/2016,December 2016,,73.0,"Curve Digital, The Molasses Flood",The Molasses Flood,PC
Dragon's Dogma: Dark Arisen,1/15/2016,December 2016,,78.0,Capcom,"Capcom, Capcom U.S.A",PC
Minion Masters,2019-05-24,December 2016,,,BetaDwarf,BetaDwarf,PC
Yojimbrawl,2014-04-28,December 2016,,,,,PC
BROFORCE,10/1/2015,November 2016,,83.0,Devolver Digital,"Devolver Digital, Free Lives",PC
Rebel Galaxy,10/1/2015,November 2016,,75.0,"Double Damage Games, Double Damage Games.",Double Damage Games,PC
Beyond Eyes,2015-08-04,November 2016,,60,Team17 Digital,"Team17 Digital, Tiger and Squid",PC
Kathy Rain,5/1/2016,November 2016,,77.0,Raw Fury,"Raw Fury, Clifftop Games",PC
Styx: Master of Shadows,10/6/2014,November 2016,,71.0,"Focus Home Interactive, Nacon",Cyanide Studio,PC
Stardew Valley,2/1/2016,November 2016,,89.0,"Chucklefish, ConcernedApe","Chucklefish, ConcernedApe",PC
Pirate Pop Plus,2016-10-20,November 2016,,65,"13AM Games, 13AM Shipping Solutions",dadako,PC
Keyboard Sports - the final tribute,,November 2016,,,Humble Bundle,Triband,PC
Slime Rancher (Early Access),2017-12-01,October 2016,,,Ynor,Ynor,PC
Hotline Miami 2: Wrong Number,3/10/2015,October 2016,,74.0,Devolver Digital,"Devolver Digital, Dennaton Games",PC
Deponia Doomsday,2016-03-01,October 2016,,76,Daedalic Entertainment,Daedalic Entertainment,PC
Train Valley,2015-09-15,October 2016,,69,Flazm,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",PC
Grim Dawn,2016-02-25,October 2016,,83,Crate Entertainment,Crate Entertainment,PC
THOTH,2016-10-07,October 2016,,,"Double Fine Productions, Carlsen Games",Carlsen Games,PC
Fidel - Dungeon Rescue,2017-08-01,October 2016,,,Daniel Benmergui,"Daniel Benmergui, Jeremías Babini",PC
The Banner Saga,1/1/2014,September 2016,,76.0,"Versus Evil, Stoic","Versus Evil, Stoic",PC
WWE 2K16,10/1/2015,September 2016,,72.0,2K Games,"2K, Visual Concepts, Yuke's Co",PC
Sheltered,3/1/2016,September 2016,,69.0,Team17 Digital,"Team17 Digital, Unicube",PC
Epistory - Typing Chronicles,2016-03-29,September 2016,,74,"Plug In Digital, Fishing Cactus","Plug In Digital, Fishing Cactus",PC
Town of Salem,2014-12-15,September 2016,,,BlankMediaGames,BlankMediaGames,PC
SOMA,9/1/2015,September 2016,,83.0,Frictional Games,Frictional Games,PC
The Uncertain,2020-10-08,September 2016,,44,"HypeTrain Digital, META Publishing, ComonGames, ComonGames OOO","ComonGames, HypeTrain Digital",PC
Spoolside,2016-09-02,September 2016,,,Humble,Gloam Collective,PC
The Incredible Adventures of Van Helsing: Final Cut,2015-11-05,August 2016,,79,NeocoreGames,,PC
The Jackbox Party Pack 2,10/1/2015,August 2016,,80.0,Jackbox Games,Jackbox Games,PC
Poi (Early Access),2017-12-01,August 2016,,,Ynor,Ynor,PC
Adventure Fps Multiplayer,2015-08-07,August 2016,,,,TaintedEnergy,PC
Planet of the Eyes,2015-08-24,August 2016,,66,Cococucumber,Cococucumber,PC
Starward Rogue,2016-01-22,August 2016,,,Arcen Games,Arcen Games,PC
Call of Duty®: Black Ops III - Multiplayer Starter Pack,2015-11-06,August 2016,,,Activision Blizzard,Treyarch,PC
Multiplayer Action Fps,2015-08-07,August 2016,,,,TaintedEnergy,PC
Random Access Murder,2016-08-05,August 2016,,,Team Murder,"Team Murder, reallyjoel",PC
Disc Room,2020-10-22,August 2016,,82,Devolver Digital,"Terri Vellmann, Doseone, Kitty, Terri, Dose, and JW",PC
Kentucky Route Zero,2/1/2013,July 2016,,87.0,"Annapurna Interactive, Netflix, Cardboard Computer","Netflix, Cardboard Computer",PC
Satellite Reign,2015-08-27,July 2016,,75,5 Lives Studios,5 Lives Studios,PC
TIS-100,2015-07-19,July 2016,,,Zachtronics,Zachtronics,PC
The Red Solstice,2015-07-09,July 2016,,74,Nkidu Games,Ironward,PC
Avernum 2: Crystal Souls,2015-01-13,July 2016,,78,Spiderweb Software,Spiderweb Software,PC
Hurtworld,2015-12-03,July 2016,,,Bankroll Studios,Bankroll Studios,PC
Fps Multiplayer,2022-07-21,July 2016,,,,Ali1397,PC
Cthulhu Realms - Full Version,2016-06-13,July 2016,,,White Wizard Games,White Wizard Games,PC
Copoka,2017-02-15,July 2016,,,Guru Games,Inaccurate Interactive,PC
The Forest,2018-04-30,June 2016,,,Endnight Games,Endnight Games,PC
Planetary Annihilation: TITANS,2015-08-18,June 2016,,,Uber Entertainment,Uber Entertainment,PC
Keep Talking and Nobody Explodes,2015-10-08,June 2016,,67,Steel Crate Games,Steel Crate Games,PC
Dungeon of the Endless - Crystal Edition,,June 2016,,,SEGA,Amplitude Studios,PC
Steredenn,5/1/2015,June 2016,,79.0,"Plug In Digital, Pixelnest Studio","Plug In Digital, Pixelnest Studio",PC
Rocket League®,2015-07-07,June 2016,,86,Psyonix,Psyonix,PC
WASTED,2016-06-07,June 2016,,68,"Adult Swim Games, Studio Alona Rodeh","Mr. Podunkian, Studio Alona Rodeh, Eagle Wu, Rachid Moro, Federico Zurani, Rachel Kinrot",PC
Cat Girl Without Salad,2020-04-01,June 2016,,,WayForward,WayForward Technologies,PC
Infinifactory,6/1/2015,05/1/2016,,85.0,Zachtronics,Zachtronics,PC
Crawl,2014-08-06,05/1/2016,,,"Surprise Attack, Powerhoof",Powerhoof,PC
Galak-Z,2015-08-04,05/1/2016,,78,17-BIT,17-BIT,PC
JumpJet Rex,4/1/2016,05/1/2016,,76.0,"LOOT Interactive, TreeFortress Games","LOOT™ Interactive, TreeFortress Games",PC
Fran Bow,2015-08-15,05/1/2016,,70,Killmonday Games,Killmonday Games,PC
Oddworld: New 'n' Tasty,7/1/2014,05/1/2016,,86.0,Oddworld Inhabitants,"Oddworld Inhabitants, Just Add Water, Nephilim Games",PC
1993 Space Machine,2016-03-28,05/1/2016,,,Modesty,Modesty,PC
Mad Max,9/1/2015,05/1/2016,,72.0,"Feral Interactive, Warner Bros. Interactive",Avalanche Studios,PC
Gunmetal Arcadia Zero,2016-11-15,05/1/2016,,,Minor Key Games,Minor Key Games,PC
Nuclear Throne,12/1/2015,April 2016,,89.0,Vlambeer,Vlambeer,PC
Renowned Explorers: International Society,9/1/2015,April 2016,,72.0,Abbey Games,Abbey Games,PC
Nova-111,2015-08-25,April 2016,,68,"Curve Digital, Funktronic Labs","Curve Digital, Carbon, Funktronic Labs",PC
The Magic Circle,2015-07-09,April 2016,,79,Question,Question,PC
Super Avalanche,2015-06-11,April 2016,,,Midnight City,Beast Games,PC
South Park™: The Stick of Truth™,2014-03-04,April 2016,,84,Ubisoft Entertainment,Obsidian Entertainment,PC
This War of Mine,11/1/2014,April 2016,,83.0,11 bit studios,11 Bit Studios,PC
Tailwind: Prologue,2017-10-27,April 2016,,,Nestor Yavorskyy,Nestor Yavorskyy,PC
Stikbold! A Dodgeball Adventure,2016-04-01,April 2016,,,"Curve Digital, Reign Bros","Curve Digital, Game Swing",PC
Wasteland 2: Director's Cut,9/1/2014,March 2016,,77.0,"Deep Silver, inXile Entertainment",InXile Entertainment,PC
GRAV,2015-01-08,March 2016,,,BitMonster,BitMonster,PC
Shantae and the Pirate's Curse,2/5/2014,March 2016,,,"WayForward, Wayforward Technologies",WayForward Technologies,PC
I am Bread,8/1/2015,March 2016,,61.0,Bossa Studios,Bossa Studios,PC
Sentinels of the Multiverse,2014-10-15,March 2016,,,"Handelabra Games, Handelabra Studio","Handelabra Games, Handelabra Studio",PC
ARK: Survival Evolved,6/2/2015,March 2016,,70.0,"Studio Wildcard, Snail Games USA, Wildcard Properties","Instinct Games, Studio Wildcard, Efecto Studios, Virtual Basement, WILDCARD PROPERTIES",PC
Multiplayer,2016-03-18,March 2016,,,,jkas,PC
BATTLESLOTHS,2020-02-24,March 2016,,,Invisible Collective,,PC
Switchcars,2016-03-04,March 2016,,,Altfuture,Altfuture,PC
Titan Souls,2015-04-13,February 2016,,74,Devolver Digital,"Devolver Digital, Acid Nerve",PC
Broken Age,1/1/2014,February 2016,,77.0,"THQ Nordic, Double Fine Productions",Double Fine Productions,PC
Volume,2015-08-18,February 2016,,80,Bithell Games,Bithell Games,PC
Penarium,2015-09-22,February 2016,,80,Team17 Digital,"Team17 Digital, Self Made Miracle",PC
Dropsy,2015-09-09,February 2016,,80,"Devolver Digital, GHI Media","Devolver Digital, Tendershoot, A Jolly Corpse",PC
Alien: Isolation™,2014-10-05,February 2016,,81,"SEGA, Feral Interactive","Feral Interactive, SEGA, Creative Assembly",PC
Elephant in the Room,2016-04-11,February 2016,,,,Maxx Y,PC
Planetoid Pioneers,2016-04-15,February 2016,,,Data Realms,Data Realms,PC
The Talos Principle,12/1/2014,January 2016,,72.0,"Devolver Digital, GHI Media, Croteam","Devolver Digital, Croteam",PC
The Masterplan,2015-06-03,January 2016,,68,Shark Punch,Shark Punch,PC
Mushroom 11,2015-10-14,January 2016,,78,"Keren Software, Untame",Untame,PC
Grim Fandango Remastered,1/1/2015,January 2016,,80.0,Double Fine Productions,"Double Fine Productions, LucasArts Entertainment",PC
Spelunky,9/1/2009,January 2016,,87.0,"Microsoft Studios, Mossmouth",Mossmouth,PC
A Fistful of Gun,2015-09-23,January 2016,,60,Devolver Digital,FarmerGnome,PC
Banished,2014-02-17,December 2015,,73,Shining Rock Software,Shining Rock Software,PC
Rust,2018-02-09,December 2015,,66,Facepunch Studios,Facepunch Studios,PC
Multiplayer,2016-03-18,December 2015,,,,jkas,PC
PAYDAY 2,8/13/2013,December 2015,,79.0,"505 Games, Starbreeze","505 Games, OVERKILL Software",PC
Action Fps Multiplayer,2015-08-07,December 2015,,,,TaintedEnergy,PC
NEON STRUCT Deluxe Edition,2015-10-21,December 2015,,73,"Jesse Makkonen, Winterveil Studios Oy","Jesse Makkonen, Winterveil Studios Oy",PC
Chroma Squad,2015-04-29,December 2015,,75,"BANDAI NAMCO Entertainment US, Plug In Digital, Behold Studios","BANDAI NAMCO Entertainment America, Behold Studios",PC
Company of Heroes 2,2013-06-25,December 2015,,80,"SEGA, Feral Interactive","Feral Interactive, Relic Entertainment",PC
TowerFall Ascension,6/25/2013,December 2015,,83.0,Matt Makes Games,"Matt Makes Games, Matt Thorson",PC
Saints Row IV,8/20/2013,November 2015,,86.0,Deep Silver,Volition,PC
Besiege,2/1/2022,November 2015,,88.0,Spiderling Studios,Spiderling Studios,PC
Valkyria Chronicles™,2008-04-24,November 2015,,85,SEGA,SEGA,PC
Lethal League,2014-08-27,November 2015,,82,Team Reptile,"Team Reptile, Reptile Games",PC
SanctuaryRPG: Black Edition,2015-02-13,November 2015,,,Black Shell Media,Black Shell Games,PC
TowerFall Ascension,6/25/2013,November 2015,,83.0,Matt Makes Games,"Matt Makes Games, Matt Thorson",PC
Legend of Grimrock,2012-04-10,November 2015,,82,"Almost Human Games, Almost Human, Almost Human Oy","Almost Human Games, Almost Human",PC
