game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Nine Sols,5/1/2024,December 2025,,83.0,RedCandleGames,RedCandleGames,PC
Like A Dragon Gaiden: The Man Who Erased His Name,11/1/2023,December 2025,,79.0,SEGA,Ryu ga Gotoku Studio,PC
Streets Of Rage 4,4/1/2020,December 2025,,81.0,"Playdigious, DotEmu","Playdigious, DotEmu, Lizardcube, Guard Crush Games",PC
Lost Skies,2022-03-02,December 2025,,,,mjkoo,PC
Intravenous Ii,2024-08-15,December 2025,,,HypeTrain Digital,Explosive Squat Games,PC
Dungeon Tycoon,2019-07-04,December 2025,,,,Cytronix,PC
Beholder Conductor,2025-04-23,December 2025,,,Alawar,Alawar Entertainment,PC
Godlike Burger,4/20/2022,December 2025,,,Daedalic Entertainment,Liquid Pug,PC
Total War: Warhammer Iii,2/1/2022,November 2025,,88.0,"SEGA, Feral Interactive",Creative Assembly,PC
Another Crab'S Treasure,4/1/2024,November 2025,,79.0,Aggro Crab,Aggro Crab,PC
No More Heroes 3,2021-08-27,November 2025,,74,"XSEED Games, Marvelous USA, Marvelous, GRASSHOPPER MANUFACTURE",Grasshopper Manufacture,PC
Etrian Odyssey Hd,2023-05-31,November 2025,,,SEGA,Atlus,PC
Pharaoh: A New Era,2023-02-15,November 2025,,,DotEmu,"Triskell Interactive, Triskell Interactice",PC
Synergy,2017-07-17,November 2025,,,,Ske,PC
Spin Hero,2024-10-07,November 2025,,,"Goblinz Studio, Maple Whispering, Goblinz Publishing",Sphere Studios,PC
Paleo Pines,2023-09-25,November 2025,,,"Modus Games, Maximum Entertainment",Italic Pig,PC
Atomic Heart,2/1/2023,October 2025,,72.0,Focus Entertainment,Mundfish,PC
V Rising,5/8/2024,October 2025,,83.0,Stunlock Studios,Stunlock Studios,PC
System Shock,2023-05-30,October 2025,,78,"Nightdive Studios, Night Dive Studios","Nightdive Studios, Night Dive Studios",PC
Story Of Seasons: Pioneers Of Olive Town,2021-09-15,October 2025,,,"XSEED Games, Marvelous USA, Marvelous",Marvelous,PC
Cryptmaster,2024-05-09,October 2025,,,Akupara Games,"Akupara Games, Paul Hart, Lee Williams",PC
Shogun Showdown,2023-06-27,October 2025,,,"Goblinz Publishing, Gamera Games",Roboatino,PC
Hotel Renovator,2023-03-07,October 2025,,,Focus Entertainment,Two Horizons,PC
Caravan Sandwitch,2024-09-11,October 2025,,,Dear Villagers,Studio Plane Toast,PC
Wwe 2K25,3/14/2025,September 2025,,80.0,2K Games,Visual Concepts,PC
Destiny 2: Legacy Collection (2025),2018-09-04,September 2025,,84,Activision Blizzard,Activision,PC
The Plucky Squire,9/17/2024,September 2025,,83.0,Devolver Digital,All Possible Futures,PC
Spellforce: Conquest Of Eo,2023-02-02,September 2025,,,THQ Nordic,Owned by Gravity,PC
Return To Monkey Island,9/1/2022,September 2025,,87.0,Devolver Digital,"Lucasfilm, Devolver, Terrible Toybox",PC
Eastern Exorcist,7/1/2021,September 2025,,73.0,bilibili,Wildfire Games,PC
"Warhammer 40,000: Speed Freeks",2024-08-06,September 2025,,,PLAION,Caged Element,PC
Grapple Dog,2022-02-10,September 2025,,,Joseph Gribbin,Joseph Gribbin,PC
Persona 5 Royal,2020-03-31,August 2025,,94,"SEGA, Atlus",Atlus,PC
Banishers: Ghost Of New Eden,2024-02-12,August 2025,,,Focus Entertainment,DON'T NOD,PC
My Time At Sandrock,11/1/2023,August 2025,,80.0,"Focus Entertainment, Pathea Games, PM Studios",Pathea Games,PC
Let'S School!,2023-07-26,August 2025,,,"Pathea Games, PM Studios",Pathea Games,PC
Lil Gator Game,4/1/2022,August 2025,,84.0,Playtonic Friends,MegaWobble,PC
Tiny Terry'S Turbo Trip,2024-05-30,August 2025,,,Super Rare Originals,snekflat,PC
Wildmender,2023-09-28,August 2025,,,Kwalee,Muse Games,PC
Warpips,4/29/2021,August 2025,,,Daedalic Entertainment,Skirmish Mode Games,PC
"Warhammer 40,000: Rogue Trader",9/1/2024,July 2025,,86.0,Owlcat Games,Owlcat Games,PC
Cat Quest Iii,2024-08-07,July 2025,,,Kepler Interactive,The Gentlebros,PC
Death'S Door,7/1/2021,July 2025,,86.0,Devolver Digital,Acid Nerve,PC
Daemon X Machina,9/13/2019,July 2025,,70.0,"Nintendo, XSEED Games, Marvelous USA, Marvelous",Marvelous,PC
Wizard With A Gun,,July 2025,,,Devolver Digital,Galvanic Games,PC
Neo Cab,2019-10-03,July 2025,,,Fellow Traveller,Chance Agency,PC
Everafter Falls,,July 2025,,,"Akupara Games, SquareHusky",SquareHusky,PC
Blanc,2023-02-14,July 2025,,,Gearbox Publishing,Casus Ludi,PC
"Warhammer 40,000: Boltgun",5/1/2023,June 2025,,75.0,Focus Entertainment,Auroch Digital,PC
Legacy Of Kain Soul Reaver 1&2 Remastered,2024-12-10,June 2025,,,Aspyr,Aspyr Media,PC
Nobody Wants To Die,2024-07-16,June 2025,,,"Deep Silver, PLAION",Critical Hit Games,PC
Dungeons Of Hinterberg,7/1/2024,June 2025,,82.0,Curve Games,Microbird Games,PC
Tchia,3/1/2023,June 2025,,77.0,"Kepler Interactive, Awaceb",Awaceb,PC
Sker Ritual,2022-10-06,June 2025,,,Wales Interactive,Wales Interactive,PC
Biped,4/8/2020,June 2025,,70.0,"META Publishing, bilibili, NEXT Studios, Postmeta Games","NEXT Studios, Next Studio",PC
Havendock,2025-04-21,June 2025,,,"IndieArk, Different Tales, Pretty Soon","YYZ Studio, YYZ",PC
The Thaumaturge - Deluxe Edition,2015-10-21,05/1/2025,,73,"Jesse Makkonen, Winterveil Studios Oy","Jesse Makkonen, Winterveil Studios Oy",PC
Amnesia: The Bunker,6/1/2023,05/1/2025,,77.0,Frictional Games,Frictional Games,PC
Evil West,11/1/2022,05/1/2025,,73.0,"Focus Home Interactive, Focus Entertainment",Flying Wild Hog,PC
Shadow Gambit: The Cursed Crew,2023-08-17,05/1/2025,,,"Mimimi Games, Mimimi Productions UG",Mimimi Productions,PC
Eiyuden Chronicle: Hundred Heroes,4/1/2024,05/1/2025,,79.0,505 Games,"Rabbit & Bear Studios, Rabbit and Bear Studios",PC
Star Wars: Bounty Hunter,2002-11-19,05/1/2025,,65,"Aspyr, Disney Interactive, LucasArts Entertainment","Aspyr Media, LucasArts Entertainment, Disney Interactive Studios",PC
Ultros,2024-02-13,05/1/2025,,,Kepler Interactive,Hadoque,PC
Corpse Keeper,2023-02-14,05/1/2025,,,Melancholia Studio,Melancholia Studio,PC
Tomb Raider 1-3 Remastered,2024-02-13,April 2025,,,Aspyr,"Aspyr Media, Crystal Dynamics",PC
Dredge,3/1/2023,April 2025,,80.0,Team17 Digital,Black Salt Games,PC
Aliens Dark Descent,2023-06-19,April 2025,,,Focus Entertainment,Tindalos Interactive,PC
1000Xresist,2024-05-09,April 2025,,,Fellow Traveller,"sunset visitor, sunset visitor 斜陽過客",PC
Nova Lands,2023-06-21,April 2025,,,HypeTrain Digital,BEHEMUTT,PC
Diplomacy Is Not An Option,2024-10-04,April 2025,,,"Door 407, Moonlight Mouse","Door 407, Moonlight Mouse",PC
Distant Worlds 2,2022-03-10,April 2025,,,Slitherine,"Code Force, CodeForce",PC
Pacific Drive,2024-02-21,March 2025,,,Kepler Interactive,"Ironwood Studio, Ironwood Studios",PC
Homeworld 3,,March 2025,,,Gearbox Publishing,Blackbird Interactive,PC
Wild Hearts,2/1/2023,March 2025,,79.0,"Electronic Arts, EA Originals","Omega Force, KOEI TECMO GAMES CO",PC
Tales Of Kenzera: Zau,4/1/2024,March 2025,,76.0,Electronic Arts,Surgent Studios,PC
Gravity Circuit,2023-07-13,March 2025,,89,"Plug In Digital, PID Games","Domesticated Ants, Domesticated Ant Games",PC
Sir Whoopass™: Immortal Death,2022-08-17,March 2025,,,Atomic Elbow,Atomic Elbow,PC
Racine,2022-01-25,March 2025,,,"Maple Whispering, Goblinz Publishing, Abiding Bridge","Goblinz Studio, hugues laborde, Antoine Descoubet, Dark Root Gardeners",PC
Cavern Of Dreams,2023-10-18,March 2025,,,Super Rare Originals,Bynine Studio,PC
Immortals Of Aveum,8/1/2023,February 2025,,69.0,"Electronic Arts, EA Originals",Ascendant Studios,PC
Trepang2,2023-06-21,February 2025,,,"Team17 Digital, Trepang Studios",Trepang Studios,PC
Total War: Pharaoh Dynasties,2024-07-24,February 2025,,,SEGA,Creative Assembly,PC
Fabledom,2023-04-13,February 2025,,,"Dear Villagers, Doyoyo Games",Grenaa Games,PC
Griftlands,2019-07-11,February 2025,,84,Klei Entertainment,Klei Entertainment,PC
Tales & Tactics,2014-11-20,February 2025,,,Privateer Press Interactive,WhiteMoon Dreams,PC
Naheulbeuk'S Dungeon Master,,February 2025,,,Dear Villagers,Artefacts Studio,PC
My Little Universe,2021-09-30,February 2025,,,SayGames,"Estoty, SayGames",PC
Against The Storm,10/1/2021,January 2025,,90.0,"Hooded Horse, Eremite Games",Eremite Games,PC
Jagged Alliance 3,2023-07-13,January 2025,,81,THQ Nordic,Haemimont Games,PC
Blasphemous 2,2023-08-23,January 2025,,,Team17 Digital,The Game Kitchen,PC
Beneath Oresa,2022-11-03,January 2025,,,Broken Spear,Broken Spear,PC
Fort Solis,2023-08-21,January 2025,,,Dear Villagers,"Fallen Leaf, Black Drakkar Games",PC
Boxes: Lost Fragments,2024-02-01,January 2025,,,Snapbreak,Big Loop Studios,PC
Dordogne,6/1/2023,January 2025,,74.0,"UN JE NE SAIS QUOI, UMANIMATION","UN JE NE SAIS QUOI, UMANIMATION",PC
The Pegasus Expedition,2022-10-20,January 2025,,,Fulqrum Publishing,Kalla Gameworks,PC
Bomb Rush Cyberfunk,2023-08-18,December 2024,,,Team Reptile,Team Reptile,PC
Old World,2021-07-01,December 2024,,80,"Hooded Horse, Mohawk Gaming Enterprises",Mohawk Games,PC
Atlas Fallen: Reign Of Sand,8/1/2023,December 2024,,64.0,Focus Entertainment,"Deck 13, Deck13",PC
Crime Boss: Rockay City - First Month Edition,2023-03-28,December 2024,,,505 Games,INGAME STUDIOS,PC
The Invincible,11/6/2023,December 2024,,72.0,"11 bit studios, Starward Industries",Starward Industries,PC
Moonstone Island,,December 2024,,,Raw Fury,Studio Supersoft,PC
Inkulinati,,December 2024,,,Yaza Games,Yaza Games,PC
Venba,7/1/2023,December 2024,,79.0,Visai Games,Visai Games,PC
Monster Prom 3: Monster Roadtrip,2022-10-21,December 2024,,,Beautiful Glitch,Beautiful Glitch,PC
"Warhammer 40,000 Darktide",2022-11-30,November 2024,,74,Fatshark,Fatshark,PC
Persona 4 Golden,2012-11-20,November 2024,,89,"SEGA, Atlus","Atlus, P Studio",PC
Lamplighters League,2023-10-02,November 2024,,,Paradox Interactive,Harebrained Schemes,PC
Cassette Beasts,4/1/2023,November 2024,,83.0,Raw Fury,Bytten Studio,PC
The Bookwalker: Thief Of Tales,6/1/2023,November 2024,,75.0,tinyBuild,Do My Best,PC
Karmazoo,2023-11-14,November 2024,,,Devolver Digital,Pastagames,PC
Hexarchy,2023-10-19,November 2024,,,Yogscast Games,Main Tank Software,PC
Garden Life,2024-02-22,November 2024,,,Nacon,stillalive studios,PC
Remnant Ii®,2023-07-21,October 2024,,,Gearbox Publishing,Gunfire Games,PC
Persona 5 Strikers,2020-02-20,October 2024,,80,"SEGA, Atlus","Atlus, Koei Tecmo, Omega Force",PC
Jusant,10/1/2023,October 2024,,83.0,"DONTNOD Entertainment, DON'T NOD","DONTNOD Entertainment, DON'T NOD",PC
Dome Keeper,2022-09-27,October 2024,,,Raw Fury,bippinbits,PC
Jack Move,2022-09-08,October 2024,,,"HypeTrain Digital, So Romantic",So Romantic,PC
Station To Station,2017-04-02,October 2024,,,,Uk_resistant,PC
Remnant Records,2022-07-19,October 2024,,,EraKles,EraKles,PC
Mcpixel 3,11/1/2022,October 2024,,75.0,Devolver Digital,"Devolver, Sos Sosowski",PC
Marvel'S Guardians Of The Galaxy,10/1/2021,September 2024,,81.0,Square Enix,Eidos Montreal,PC
Stranded: Alien Dawn,4/25/2023,September 2024,,81.0,Frontier Foundry,Haemimont Games,PC
Coral Island,10/1/2022,September 2024,,,Humble Games,Stairway Games,PC
Spongebob Squarepants: The Cosmic Shake,2023-01-31,September 2024,,,THQ Nordic,"Purple Lamp Studios, Purple Lamp",PC
Lost Eidolons,2022-10-13,September 2024,,,Ocean Drive Studio,Ocean Drive Studio,PC
Astrea: Six-Sided Oracles,9/21/2023,September 2024,,,Akupara Games,Little Leo Games,PC
Infraspace,2021-10-14,September 2024,,,Dionic Software,Dionic Software,PC
You Suck At Parking - Complete Edition,2022-09-14,September 2024,,,Happy Volcano,Happy Volcano,PC
Sifu,2/1/2022,August 2024,,81.0,"Microids, Kepler Interactive, Sloclap",Sloclap,PC
High On Life,12/1/2022,August 2024,,67.0,Squanch Games,Squanch Games,PC
Gotham Knights,10/1/2022,August 2024,,66.0,Warner Bros. Interactive,"Warner Bros. Interactive, QLOC, Warner Bros. Games Montréal",PC
Dc Universe Infinite 1-Month Free Trial,2013-05-10,August 2024,,,"Crimson Cow, Arachnid Games","Arachnid Games, Troo Gaming",PC
Blacktail,2022-12-15,August 2024,,,"Focus Entertainment, THE PARASIGHT",THE PARASIGHT,PC
Astral Ascent,2022-04-12,August 2024,,,"Maple Whispering, Hibernian Workshop",Hibernian Workshop,PC
Diluvian Ultra,2023-09-28,August 2024,,,Fulqrum Publishing,Crest Helm Studios,PC
Universe For Sale,,August 2024,,,"Akupara Games, Tmesis Studio",Tmesis Studio,PC
This Means Warp,,August 2024,,,Outlier,Outlier,PC
A Plague Tale: Requiem,10/1/2022,July 2024,,85.0,"Focus Home Interactive, Focus Entertainment",Asobo Studio,PC
Ghostrunner 2,10/26/2023,July 2024,,,505 Games,One More Level,PC
Starship Troopers: Terran Command,2022-06-16,July 2024,,70,Slitherine,The Artistocrats,PC
Sticky Business,2023-07-16,July 2024,,,Assemble Entertainment,Spellgarden Games,PC
Zoeti,2023-04-20,July 2024,,,Akupara Games,"Dusklight CO, Dusklight CO.",PC
Figment 2: Creed Valley,3/1/2023,July 2024,,74.0,Bedtime Digital Games,Bedtime Digital Games,PC
Heretic'S Fork,2023-09-13,July 2024,,,Ravenage Games,9FingerGames,PC
Hyperviolent,,July 2024,,,"1C Entertainment, Fulqrum Publishing",Terminist Arcade,PC
Dc Universe Infinite 1-Month Free Trial,2013-05-10,July 2024,,,"Crimson Cow, Arachnid Games","Arachnid Games, Troo Gaming",PC
Risk Of Rain 2,8/11/2020,June 2024,,85.0,Gearbox Publishing,Hopoo Games,PC
Knights Of Honor Ii: Sovereign,2022-12-06,June 2024,,75,THQ Nordic,Black Sea Games,PC
Lego® 2K Drive Awesome Edition,2023-05-18,June 2024,,,2K Games,Visual Concepts,PC
"Warhammer 40,000: Battlesector",7/1/2021,June 2024,,74.0,Slitherine,Black Lab Games,PC
Miasma Chronicles,5/23/2023,June 2024,,69.0,505 Games,The Bearded Ladies,PC
Stray Gods: The Roleplaying Musical,2023-08-10,June 2024,,,Humble Games,Summerfall Studios,PC
A Guidebook Of Babel,2023-08-02,June 2024,,,Pixmain,StarryStarry,PC
Empyrion - Galactic Survival,2015-08-05,June 2024,,,Eleon Game Studios,Eleon Game Studios,PC
Yakuza: Like A Dragon,1/1/2020,05/1/2024,,86.0,SEGA,"SEGA, Ryu ga Gotoku Studio",PC
Hi-Fi Rush,1/1/2023,05/1/2024,,89.0,Bethesda Softworks,Tango Gameworks,PC
Steelrising,2022-09-08,05/1/2024,,71,Nacon,Spiders,PC
Loddlenaut,2023-11-16,05/1/2024,,,Secret Mode,Moon Lagoon,PC
King Of The Castle,2023-03-02,05/1/2024,,,Team17 Digital,Tributary Games,PC
Bravery And Greed,2022-11-15,05/1/2024,,,Team17 Digital,Rekka Games,PC
Amanda The Adventurer,2023-04-25,05/1/2024,,,DreadXP,"MANGLEDmaw Games, Arcadim, jpgamedesign",PC
Mediterranea Inferno,2023-08-24,05/1/2024,,,Santa Ragione,"Eyeguys, Lorenzo Redaelli",PC
Victoria 3,2022-10-25,April 2024,,,Paradox Interactive,"Paradox Development Studio, Paradox Interactive",PC
The Callisto Protocol,12/1/2022,April 2024,,69.0,"Skybound Games, KRAFTON",Striking Distance Studios,PC
Humankind Definitive Edition,2014-09-23,April 2024,,,Zen Studios,Zen Studios,PC
Fashion Police Squad,2022-08-15,April 2024,,,No More Robots,Mopeful Games,PC
Terraformers,2022-04-21,April 2024,,,"Goblinz Publishing, IndieArk",Asteroid Lab,PC
Symphony Of War: The Nephilim Saga,2022-06-09,April 2024,,,Freedom Games,Dancing Dragon Games,PC
Coromon,2022-03-30,April 2024,,74,"Freedom Games, TRAGsoft",TRAGsoft,PC
The Excavation Of Hob'S Barrow,2022-09-28,April 2024,,,Wadjet Eye Games,Cloak and Dagger Games,PC
Warhammer Age Of Sigmar: Realms Of Ruin – Ultimate Edition,2023-11-17,March 2024,,,Frontier Developments,Frontier Developments,PC
Nioh 2 - The Complete Edition,2017-11-07,March 2024,,84,Koei Tecmo Games,Koei Tecmo,PC
Saints Row,8/29/2006,March 2024,,81.0,"Deep Silver, Koch Media",Volition,PC
Citizen Sleeper,5/1/2022,March 2024,,82.0,Fellow Traveller,Jump Over The Age,PC
Black Skylands,2021-07-09,March 2024,,,tinyBuild,Hungry Couch Games,PC
Soulstice,9/20/2022,March 2024,,72.0,Modus Games,Reply Game Studios,PC
Afterimage,2023-04-24,March 2024,,,"Modus Games, 16BitGenocide","Aurogon Shanghai, 16BitGenocide",PC
Destroyer: The U-Boat Hunter,2022-09-27,March 2024,,,Daedalic Entertainment,Iron Wolf Studio,PC
Life Is Strange: True Colors,9/1/2021,February 2024,,79.0,Square Enix,Deck Nine,PC
Scorn,10/1/2022,February 2024,,71.0,"Kepler Interactive, Ebb Software",Ebb Software,PC
Destroy All Humans 2! Reprobed,2022-08-30,February 2024,,,"THQ Nordic, Black Forest Games","THQ Nordic, Black Forest Games",PC
Beacon Pines,9/1/2022,February 2024,,83.0,Fellow Traveller,Hiding Spot,PC
There Is No Light: Enhanced Edition,2015-01-26,February 2024,,87,"Techland Publishing, Techland",Techland,PC
Children Of Silentown,2023-01-11,February 2024,,76,Elf Games,"Elf Games, Luna2 Studio",PC
Oaken,2022-05-03,February 2024,,,"Goblinz Studio, Goblinz Publishing","Goblinz Studio, Laki Studios, Laki Studio",PC
Snowtopia: Ski Resort Builder,,February 2024,,,"Goblinz Studio, Fractale",TeaForTwo,PC
Marvel'S Midnight Suns Digital+ Edition,2022-12-02,January 2024,,,2K Games,Firaxis,PC
Midnight Suns - Doctor Strange Defenders Skin,2022-12-02,January 2024,,,2K Games,Firaxis,PC
Two Point Campus,8/1/2022,January 2024,,84.0,SEGA,Two Point Studios,PC
Aragami 2,9/1/2021,January 2024,,69.0,"Lince Works, Yooreka Studio",Lince Works,PC
Otxo,2023-04-19,January 2024,,,Super Rare Originals,Lateralis Heavy Industries,PC
Roguebook,6/17/2021,January 2024,,78.0,"Nacon, Abrakam","Abrakam, Abrakam Entertainment",PC
The Red Lantern,2020-10-22,January 2024,,67,Timberline Studio,Timberline Studio,PC
Hell Pie,2022-07-21,January 2024,,68,"Headup Games, Sluggerfly",Sluggerfly,PC
Twin Mirror,2020-12-01,January 2024,,62,"Bandai Namco Entertainment, DONTNOD Entertainment",DONTNOD Entertainment,PC
Expeditions: Rome,1/1/2022,December 2023,,80.0,THQ Nordic,Logic Artists,PC
Midnight Fight Express,8/1/2022,December 2023,,75.0,Humble Games,Jacob Dzwinel,PC
Elex Ii,3/1/2022,December 2023,,70.0,THQ Nordic,Piranha Bytes,PC
Nobody Saves The World,1/1/2022,December 2023,,79.0,DrinkBox Studios,DrinkBox Studios,PC
The Gunk,12/1/2021,December 2023,,68.0,Thunderful Publishing,Image & Form,PC
The Pale Beyond,2023-02-24,December 2023,,,Fellow Traveller,Bellular Studios,PC
Last Call Bbs,7/1/2022,December 2023,,80.0,Zachtronics,Zachtronics,PC
From Space,10/1/2023,December 2023,,60.0,Curve Games,Triangle Studios,PC
Dc Universe Infinite 1-Month Free Trial,2013-05-10,December 2023,,,"Crimson Cow, Arachnid Games","Arachnid Games, Troo Gaming",PC
Get Two Months Of Ign Plus,2010-01-08,December 2023,,74,Electronic Arts,"Electronic Arts, Electronic Arts Montreal, Buzz Monkey",PC
Hardspace: Shipbreaker,6/1/2020,November 2023,,82.0,"Focus Home Interactive, Focus Entertainment",Blackbird Interactive,PC
Wwe 2K23,2023-03-16,November 2023,,,2K Games,Visual Concepts,PC
Unpacking,11/1/2021,November 2023,,82.0,"Humble Games, Witch Beam",Witch Beam,PC
Friends Vs Friends,,November 2023,,,Raw Fury,Brainwash Gang,PC
Prodeus,11/1/2020,November 2023,,86.0,Humble Games,,PC
The Legend Of Tianding,10/1/2022,November 2023,,80.0,"Another Indie Studio, Neon Doctrine","Creative Games Computer Graphics, Another Indie",PC
Scp: Secret Files,2022-09-13,November 2023,,,Pixmain,GameZoo Studio,PC
Souldiers,2022-06-02,November 2023,,,Dear Villagers,Retro Forge,PC
The Quarry Deluxe Edition,2022-06-09,October 2023,,,"2K Games, Supermassive Games",Supermassive Games,PC
Metal Hellsinger,2022-09-14,October 2023,,79,"Funcom, Funcom Oslo",The Outsiders,PC
Dark Pictures Anthology: House Of Ashes,2021-10-22,October 2023,,73,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment Europe",Supermassive Games,PC
Rebel Inc: Escalation,,October 2023,,,Ndemic Creations,Ndemic Creations,PC
Spirit Of The Island,2022-03-16,October 2023,,,META Publishing,1M Bits Horde,PC
Lords And Villeins,2020-06-18,October 2023,,,,Honestly Games,PC
A Juggler'S Tale,2021-09-29,October 2023,,73,Mixtvision,kaleidoscube,PC
Mr. Prepper,2021-03-17,October 2023,,,"PlayWay, Rejected Games",Rejected Games,PC
Tiny Tina'S Wonderlands Chaotic Great Edition,2022-03-25,September 2023,,,"2K Games, Gearbox Publishing",Gearbox Software,PC
Deceive Inc.,3/21/2023,September 2023,,75.0,Sweet Bandits Studios,Sweet Bandits Studios,PC
The Forgotten City,7/1/2021,September 2023,,86.0,"Dear Villagers, Modern Storyteller",Modern Storyteller,PC
Aces & Adventures,2020-05-18,September 2023,,,,karen_baez,PC
Patch Quest,2021-05-07,September 2023,,,Lychee Game Labs,Lychee Game Labs,PC
Foretales,2022-09-15,September 2023,,,Dear Villagers,Alkemi,PC
Who Pressed Mute On Uncle Marcus,2022-03-18,September 2023,,,Wales Interactive,"Wales Interactive, Good Gate Media",PC
Autonauts Vs Piratebots,2022-07-28,September 2023,,,Curve Games,Denki,PC
Disco Elysium - The Final Cut,2021-03-30,August 2023,,90,,ZA/UM,PC
Chivalry 2 - Epic Edition,2012-10-16,August 2023,,79,"Activision Blizzard, Torn Banner Studios","Activision, Torn Banner Studios, Mercenary Technology, Torn Banner",PC
Road 96,8/1/2021,August 2023,,79.0,"Digixart, Digixart Entertainment",Digixart,PC
Trek To Yomi,5/1/2022,August 2023,,72.0,Devolver Digital,"Flying Wild Hog, Leonard Menchiari",PC
Arcade Paradise,8/1/2022,August 2023,,81.0,Wired Productions,Nosebleed Interactive,PC
Suchart: Genius Artist Simulator,2022-10-13,August 2023,,,HypeTrain Digital,"hypetrain, Voolgi",PC
Tin Can,2022-05-12,August 2023,,,"IndieArk, Tin Can Studio",Tin Can Studio,PC
Hot Brass,2021-02-25,August 2023,,,"Fellow Traveller, Treasure Hunters FanClub",Walk With Kings,PC
The Outer Worlds: Spacer'S Choice Edition,10/25/2019,July 2023,,72.0,Private Division,"Obsidian Entertainment, Virtuos Games",PC
Temtem,2020-01-21,July 2023,,77,Crema,Crema,PC
Yakuza 4 Remastered,2019-10-29,July 2023,,78,SEGA,"SEGA, Ryu ga Gotoku Studio",PC
Roadwarden,2022-09-08,July 2023,,,Assemble Entertainment,Moral Anxiety Studio,PC
Kraken Academy!!,3/1/2022,July 2023,,60.0,Fellow Traveller,Happy Broccoli Games,PC
Merchant Of The Skies,2019-05-30,July 2023,,,Coldwild Games,Coldwild Games,PC
Ozymandias: Bronze Age Empire Sim,2022-10-11,July 2023,,,"Goblinz Publishing, IndieArk",The Secret Games Company,PC
Shotgun King: The Final Checkmate,2022-05-11,July 2023,,,"Goblinz Studio, PUNKCAKE Delicieux","Goblinz Studio, PUNKCAKE Delicieux",PC
Ghostwire Tokyo,2022-03-24,June 2023,,78,Bethesda Softworks,Tango Gameworks,PC
Remnant: From The Ashes - Complete Edition,2019-08-20,June 2023,,76,Perfect World Entertainment,"Gunfire Games, Perfect World Entertainment",PC
Curse Of The Dead Gods,2/1/2021,June 2023,,84.0,Focus Home Interactive,Passtech Games,PC
Honey I Joined A Cult,2021-09-14,June 2023,,75,Sole Survivor Games,Sole Survivor Games,PC
Eternal Threads,5/19/2022,June 2023,,,Secret Mode,Cosmonaut Studios,PC
Grime,8/2/2021,June 2023,,81.0,"Akupara Games, Funnel Entertainment","Clover Bite, Funnel Entertainment",PC
Turbo Golf Racing,,June 2023,,,Secret Mode,Hugecalf Studios,PC
Meeple Station,2019-02-07,June 2023,,,Vox Games,Vox Games,PC
"Warhammer 40,000: Chaos Gate - Daemonhunters",2022-05-05,05/1/2023,,,Frontier Foundry,Complex Games,PC
Spiritfarer: Farewell Edition,8/18/2020,05/1/2023,,83.0,Thunder Lotus Games,Thunder Lotus Games,PC
Bendy And The Dark Revival,2022-11-14,05/1/2023,,,Joey Drew Studios,Joey Drew Studios,PC
Operation: Tango,2021-06-01,05/1/2023,,73,Clever Plays,"Clever-Plays, Clever Plays",PC
Windjammers 2,1/1/2022,05/1/2023,,74.0,DotEmu,DotEmu,PC
Builder Simulator,2022-06-09,05/1/2023,,,Builder Studio,Builder Studio,PC
Behind The Frame: The Finest Scenery,8/17/2021,05/1/2023,,,"Akupara Games, Akatsuki Taiwan","Akupara Games, Silver Lining Studio",PC
The Invisible Hand,,05/1/2023,,,Fellow Traveller,Power Struggle Games,PC
Death Stranding Director'S Cut,2021-09-24,April 2023,,,"Sony Interactive Entertainment, 505 Games",Kojima Productions,PC
"Those who already own the base game, follow the instructions here.",2014-03-17,April 2023,,,Legacy Games,,PC
Aliens: Fireteam Elite,8/1/2022,April 2023,,69.0,"Focus Home Interactive, Cold Iron Studios",Cold Iron Studios,PC
Rollerdrome,8/1/2022,April 2023,,79.0,"2K Games, Private Division","Roll7, Roll 7",PC
Life Is Strange 2: Complete Season,2018-09-27,April 2023,,75,Square Enix,DONTNOD Entertainment,PC
The Life And Suffering Of Sir Brante,2021-03-04,April 2023,,82,101XP,Sever,PC
Monster Prom 2: Monster Camp,2020-10-22,April 2023,,,Beautiful Glitch,Beautiful Glitch,PC
Revita,2021-03-03,April 2023,,78,Dear Villagers,"Benstar, Ben Star",PC
Founders' Fortune,2019-07-19,April 2023,,,"Oachkatzlschwoaf Interactive, Dionic","Oachkatzlschwoaf Interactive, Dionic",PC
Biomutant,2021-05-25,March 2023,,69,THQ Nordic,Experiment 101,PC
Jurassic World Evolution 2,11/1/2021,March 2023,,79.0,Frontier Developments,Frontier Developments,PC
Edge Of Eternity,12/1/2018,March 2023,,67.0,"Plug In Digital, Playdius, Maple Whispering, Dear Villagers, Midgar Studio",Midgar Studio,PC
Hero'S Hour,2022-03-01,March 2023,,,"Goblinz Studio, Maple Whispering, Goblinz Publishing","Thingonitsown, Benjamin ""ThingOnItsOwn"" Hauer",PC
Rogue Lords,9/30/2021,March 2023,,72.0,Nacon,"Cyanide Studio, Leikir Studio",PC
Demon Turf,2021-11-04,March 2023,,,Playtonic Friends,Fabraz,PC
Golden Light,3/11/2022,March 2023,,,"HypeTrain Digital, Mr. Pink",Mr. Pink,PC
Monster Crown,2020-07-31,March 2023,,,Studio Aurum,Studio Aurum,PC
