game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
For Honor: Marching Fire Edition,12/1/2017,6/1/2021,,78,Ubisoft Entertainment,Ubisoft Montreal,Xbox / PC
SnowRunner,4/1/2020,5/1/2021,,81,Focus Home Interactive,Saber Interactive,Xbox / PC
Psychonauts,4/1/2005,5/1/2021,,88,"Microsoft Studios, THQ Nordic, Xbox Game Studios, Double Fine Productions",Double Fine Productions,Xbox / PC
Zombie Army 4: Dead War,2/1/2020,4/1/2021,,76,Rebellion,Rebellion,Xbox / PC
Genesis Noir,3/1/2021,3/1/2021,,79,Fellow Traveller,Feral Cat Den,Xbox / PC
Command & Conquer: Remastered Collection,6/1/2020,3/1/2021,,82,Electronic Arts,Petroglyph,PC
Dungeon Keeper,6/1/1997,3/1/2021,,88,Electronic Arts,"Electronic Arts, Mythic Entertainment",PC
Dungeon Keeper 2,6/1/1999,3/1/2021,,88,Electronic Arts,Bullfrog Productions,PC
Jade Empire: Special Edition,4/1/2005,3/1/2021,,81,"Electronic Arts, Aspyr, BioWare","Aspyr Media, BioWare",PC
Medal of Honor: Allied Assault - War Chest,1/1/2002,3/1/2021,,91,Electronic Arts,Electronic Arts,PC
Need for Speed: Most Wanted,10/1/2012,3/1/2021,,78,Electronic Arts,"Electronic Arts Canada, Electronic Arts Black Box",PC
Populous,1/1/1989,3/1/2021,,89,Electronic Arts,Bullfrog Productions,PC
Populous II: Trials of the Olympian Gods,8/1/1991,3/1/2021,,80,Electronic Arts,Bullfrog Productions,PC
Rebel Galaxy,10/1/2015,3/1/2021,,75,"Double Damage Games, Double Damage Games.",Double Damage Games,PC
SimCity 2000: Special Edition,2/1/1995,3/1/2021,,77,"Electronic Arts, SEGA, THQ, Imagineer, Destination Software, Maxis, Black Pearl Software, Artdink","Maxis, HAL Laboratory, GENKI, Full Fat",PC
SimCity 4: Deluxe Party Edition,1/1/2003,3/1/2021,,84,"Electronic Arts, Aspyr","Aspyr Media, Electronic Arts Maxis",PC
SimCity: Complete Edition,3/1/2013,3/1/2021,,64,Aspyr,Aspyr Media,PC
SPORE,9/1/2008,3/1/2021,,84,Electronic Arts,Maxis,PC
Star Wars Squadrons,10/1/2020,3/1/2021,,79,Electronic Arts,"Electronic Arts, Motive Studios",Xbox / PC
The Saboteur,12/1/2009,3/1/2021,,76,Electronic Arts,"Electronic Arts, Pandemic Studios",PC
The Sims 3,6/1/2009,3/1/2021,,86,Electronic Arts,"Electronic Arts, Edge of Reality, The Sims Studio",PC
Dishonored: Definitive Edition,8/1/2018,3/1/2021,,76,Bethesda Softworks,Arkane Studios,Xbox / PC
DOOM 3,8/1/2004,3/1/2021,,88,"Bethesda Softworks, Aspyr, Activison, 1C Company, id Software, Bethesda","id Software, Raven Software, Panic Button, Nerve Software, Splash Damage, Vicarious Visions",Xbox / PC
DOOM 64,3/1/1997,3/1/2021,,77,"Bethesda Softworks, Midway Games, Midway Home Entertainment, Bethesda","id Software, Midway Games, Nightdive Studios, Midway Home Entertainment",Xbox / PC
Generation Zero,3/1/2019,12/1/2021,,51,Avalanche Studios,Avalanche Studios,Xbox / PC
The Elder Scrolls III: Morrowind,5/1/2002,3/1/2021,,88,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Evil Within,10/1/2014,3/1/2021,,74,Bethesda Softworks,"Bethesda Softworks, Tango Gameworks",Xbox / PC
Wolfenstein: The Old Blood,5/1/2015,3/1/2021,,76,Bethesda Softworks,"Bethesda Softworks, Machine Games",Xbox / PC
DiRT 5,10/1/2020,2/1/2021,,79,"Electronic Arts, Codemasters",Codemasters,Xbox / PC
Pillars of Eternity II: Deadfire - Ultimate Edition,5/1/2018,2/1/2021,,88,"Versus Evil, Obsidian Entertainment",Obsidian Entertainment,Xbox / PC
Wreckfest,6/1/2018,2/1/2021,,82,"THQ Nordic, www.handy-games.com","Handy Games, Bugbear Entertainment, Bugbear",Xbox / PC
Injustice 2,5/1/2017,1/1/2021,,88,Warner Bros. Interactive,"Warner Bros. Interactive, NetherRealm Studios, QLOC",Xbox / PC
Among Us,6/1/2018,12/1/2020,,85,Innersloth,Innersloth,Xbox / PC
The Elder Scrolls V: Skyrim Special Edition,10/1/2016,12/1/2020,,82,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
Monster Sanctuary,8/1/2019,12/1/2020,,82,Denis Sinner,Denis Sinner,Xbox / PC
Starbound,7/1/2016,12/1/2020,,81,Chucklefish,Chucklefish,Xbox / PC
NHL 94 Rewind,10/1/2020,12/1/2020,,100,,Electronic Arts,Xbox
Halo 4,11/1/2012,11/1/2020,,87,Microsoft Studios,"343 Industries, Certain Affinity",Xbox / PC
A Way Out,3/1/2018,11/1/2020,,79,Electronic Arts,"Electronic Arts, Hazelight",Xbox / PC
Alice: Madness Returns,6/1/2011,11/1/2020,,70,Electronic Arts,"Electronic Arts, Spicy Horse",Xbox / PC
Army of Two,3/1/2008,11/1/2020,,72,Electronic Arts,"Electronic Arts, Electronic Arts Montreal",Xbox
Battlefield 1: Revolution,10/1/2016,11/1/2020,,87,Electronic Arts,Electronic Arts,Xbox / PC
Battlefield 3: Premium Edition,10/1/2011,11/1/2020,,84,Electronic Arts,Electronic Arts DICE,Xbox / PC
Battlefield 4: Premium Edition,10/1/2013,11/1/2020,,81,Electronic Arts,"Electronic Arts, Electronic Arts DICE",Xbox / PC
Battlefield V: Year Two Edition,11/1/2018,11/1/2020,,78,Electronic Arts,"Electronic Arts, Electronic Arts DICE, Uprise",Xbox / PC
Battlefield: Hardline - Ultimate Edition,3/1/2015,11/1/2020,,71,Electronic Arts,"Electronic Arts, Electronic Arts DICE, Visceral Games",Xbox / PC
Bejeweled 2,11/1/2004,11/1/2020,,69,"Electronic Arts, Sony Interactive Entertainment, PopCap Games","PopCap Games, Oberon Media, Astraware",Xbox
Bejeweled 3,12/1/2010,11/1/2020,,78,PopCap Games,"Electronic Arts, PopCap Games",Xbox
BLACK,2/1/2006,11/1/2020,,77,Electronic Arts,Criterion Games,Xbox
Burnout: Paradise - Remastered,1/1/2008,11/1/2020,,79,Electronic Arts,"Electronic Arts, Criterion Games",Xbox / PC
Crysis,11/1/2007,11/1/2020,,81,Electronic Arts,"Electronic Arts, Crytek",Xbox / PC
Crysis 2: Maximum Edition,3/1/2011,11/1/2020,,84,Electronic Arts,Crytek,Xbox / PC
Crysis 3,2/1/2013,11/1/2020,,76,Electronic Arts,"Electronic Arts, Crytek",Xbox / PC
Dante's Inferno,2/1/2010,11/1/2020,,73,Electronic Arts,"Electronic Arts, Visceral Games",Xbox
Dead Space,10/1/2008,11/1/2020,,89,Electronic Arts,"Electronic Arts, Visceral Games, Electronic Arts Redwood Shores",Xbox / PC
Dead Space 2,1/1/2011,11/1/2020,,90,Electronic Arts,"Electronic Arts, Visceral Games",Xbox / PC
Dead Space 3,2/1/2013,11/1/2020,,78,Electronic Arts,"Electronic Arts, Visceral Games, Visceral",Xbox / PC
Dead Space: Ignition,10/1/2010,11/1/2020,,35,Electronic Arts,"Electronic Arts, Sumo Digital",Xbox
Dragon Age II,3/1/2011,11/1/2020,,79,Electronic Arts,BioWare,Xbox / PC
Dragon Age: Inquisition - Game of the Year Edition,11/1/2014,11/1/2020,,86,Electronic Arts,"BioWare, BioWare Edmonton",Xbox / PC
Dragon Age: Origins - Ultimate Edition,11/1/2009,11/1/2020,,86,Electronic Arts,BioWare,Xbox / PC
Fe,2/1/2018,11/1/2020,,70,"Electronic Arts, EA Originals","Electronic Arts, Zoink!",Xbox / PC
Feeding Frenzy,3/1/2006,11/1/2020,,65,"Microsoft Studios, Gamehouse","Oberon Media, Sprout Games",Xbox
Feeding Frenzy 2: Shipwreck Showdown,2/1/2006,11/1/2020,,65,PopCap Games,"Electronic Arts, PopCap Games",Xbox
Fight Night: Champion,3/1/2011,11/1/2020,,86,Electronic Arts,"Electronic Arts, Electronic Arts Canada",Xbox
Heavy Weapon,1/1/2007,11/1/2020,,77,"Electronic Art, Toan Truong","PopCap Games, Toan Truong",Xbox
Mass Effect 2: Digital Deluxe Edition,1/1/2010,11/1/2020,,96,Electronic Arts,BioWare,Xbox / PC
Mass Effect 3: N7 Digital Deluxe Edition,3/1/2012,11/1/2020,,93,Electronic Arts,"BioWare, BioWare Edmonton",Xbox / PC
Mass Effect: Andromeda - Deluxe Edition,3/1/2017,11/1/2020,,76,Electronic Arts,BioWare,Xbox / PC
Medal of Honor: Airborne,9/1/2007,11/1/2020,,73,Electronic Arts,Electronic Arts Los Angeles,Xbox / PC
Mirror's Edge,4/1/2010,11/1/2020,,79,Electronic Arts,Electronic Arts DICE,Xbox / PC
Mirror's Edge: Catalyst,6/1/2016,11/1/2020,,72,Electronic Arts,"Electronic Arts, Electronic Arts DICE",Xbox / PC
NBA LIVE 19,9/1/2018,11/1/2020,,75,Electronic Arts,Electronic Arts Tiburon,Xbox
Need for Speed: Deluxe Edition,11/1/2015,11/1/2020,,65,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Heat - Deluxe Edition,11/1/2019,11/1/2020,,74,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Payback - Deluxe Edition,11/1/2017,11/1/2020,,61,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Rivals - Complete Edition,11/1/2013,11/1/2020,,75,Electronic Arts,Ghost Games,Xbox / PC
Peggle,4/1/2007,11/1/2020,,89,PopCap Games,PopCap Games,Xbox / PC
Peggle 2,9/1/2013,11/1/2020,,89,Electronic Arts,"Electronic Arts, PopCap Games",Xbox
Plants vs. Zombies: Game of the Year Edition,5/1/2009,11/1/2020,,89,"Electronic Arts, PopCap Games",PopCap Games,Xbox / PC
Plants vs. Zombies: Battle for Neighborville - Deluxe Edition,10/1/2019,11/1/2020,,76,Electronic Arts,PopCap Games,Xbox / PC
Plants vs. Zombies: Garden Warfare,2/1/2014,11/1/2020,,76,Electronic Arts,"Electronic Arts, PopCap Games",Xbox / PC
Plants vs. Zombies: Garden Warfare 2 - Deluxe Edition,2/1/2016,11/1/2020,,80,Electronic Arts,PopCap Games,Xbox / PC
Sea of Solitude,7/1/2019,11/1/2020,,72,Electronic Arts,"Electronic Arts, JO-MEI GAMES",Xbox / PC
Skate 3,5/1/2010,11/1/2020,,80,Electronic Arts,"Electronic Arts, Electronic Arts Black Box",Xbox
SSX,2/1/2012,11/1/2020,,82,"Electronic Arts, EA SPORTS","Electronic Arts, Electronic Arts Canada",Xbox
Star Wars Battlefront: Ultimate Edition,11/1/2015,11/1/2020,,75,"Electronic Arts, Disney Interactive, LucasArts Entertainment","Electronic Arts DICE, Pandemic Studios, Uprise",Xbox / PC
Star Wars Battlefront II: Celebration Edition,11/1/2017,11/1/2020,,66,Electronic Arts,Electronic Arts DICE,Xbox / PC
Star Wars Jedi: Fallen Order,11/1/2019,11/1/2020,,81,Electronic Arts,Respawn Entertainment,Xbox / PC
The Sims 4: Deluxe Party Edition,9/1/2014,11/1/2020,,66,Electronic Arts,"Electronic Arts, Maxis",Xbox / PC
Titanfall 2: Ultimate Edition,10/1/2016,11/1/2020,,87,Electronic Arts,"Electronic Arts, Respawn Entertainment, Bluepoint Games",Xbox / PC
Unravel,2/1/2016,11/1/2020,,75,Electronic Arts,"Electronic Arts, Coldwood Interactive",Xbox / PC
Unravel Two,6/1/2018,11/1/2020,,81,Electronic Arts,"Electronic Arts, Coldwood Interactive",Xbox / PC
Zuma,12/1/2003,11/1/2020,,78,"Microsoft Studios, PopCap Games","Electronic Arts, PopCap Games, Oberon Media",Xbox
Zuma's Revenge!,9/1/2009,11/1/2020,,76,"Electronic Arts, PopCap Games",PopCap Games,Xbox
Deep Rock Galactic,5/1/2020,11/1/2020,,84,Coffee Stain Studios,Ghost Ship Games,Xbox / PC
Day of the Tentacle Remastered,3/1/2016,10/1/2020,,84,Double Fine Productions,Double Fine Productions,Xbox / PC
Full Throttle Remastered,4/1/2017,10/1/2020,,76,Double Fine Productions,"Double Fine Productions, Shiny Shoe",Xbox / PC
Grim Fandango Remastered,1/1/2015,10/1/2020,,80,Double Fine Productions,"Double Fine Productions, LucasArts Entertainment",Xbox / PC
Tom Clancy's Rainbow Six: Siege - Deluxe Edition,12/1/2015,10/1/2020,,74,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Sperasoft",Xbox / PC
Age of Empires III: Definitive Edition,10/1/2020,10/1/2020,,76,Xbox Game Studios,"Forgotten Empires, Tantalus Media",PC
Brütal Legend,10/1/2009,10/1/2020,,82,"Electronic Arts, Microsoft Studios, Double Fine Productions","Electronic Arts, Double Fine Productions",Xbox
DOOM Eternal,3/1/2020,10/1/2020,,88,Bethesda Softworks,"Bethesda Softworks, id Software, Bethesda Game Studios, Panic Button, Virtuos, Nerve Software",Xbox / PC
Halo 3: ODST,9/1/2009,9/1/2020,,83,Bungie,Bungie,Xbox / PC
Crusader Kings III,9/1/2020,9/1/2020,,91,Paradox Interactive,Paradox Developement Studios,Xbox / PC
Wasteland 3,8/1/2020,8/1/2020,,86,"Deep Silver, inXile Entertainment",InXile Entertainment,Xbox / PC
Tell Me Why,8/1/2020,8/1/2020,,80,Xbox Game Studios,DONTNOD Entertainment,Xbox / PC
Battletoads,8/1/2020,8/1/2020,,73,"Microsoft Studios, SEGA, Nintendo, MINDSCAPE, Rare, Masaya, NCS, Tradewest","Arc System Works, Rare, Mindscape, Dlala Studios",Xbox / PC
New Super Lucky's Tale,11/1/2019,8/1/2020,,76,Playful,playful,Xbox / PC
Microsoft Flight Simulator (2020): Game of the Year Edition,8/1/2020,8/1/2020,,92,"Microsoft Studios, Xbox Game Studios","Asobo Studio, Microsoft Game Studios",Xbox / PC
Trailmakers,9/1/2019,8/1/2020,,70,Flashbulb,Flashbulb,Xbox / PC
Grounded,7/1/2020,7/1/2020,,65,Xbox Game Studios,Obsidian Entertainment,Xbox / PC
Halo 3,9/1/2007,7/1/2020,,88,Microsoft Studios,Bungie,Xbox / PC
Neon Abyss,7/1/2020,7/1/2020,,77,"Team17 Digital, VEEWO GAMES","Veewo Games, Veewo",Xbox / PC
Fallout 76,11/1/2018,7/1/2020,,68,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Bard's Tale ARPG: Remastered and Resnarkled,6/1/2020,6/1/2020,,90,inXile Entertainment,InXile Entertainment,Xbox / PC
BattleTech,4/1/2018,6/1/2020,,78,Paradox Interactive,Harebrained Schemes,PC
No Man's Sky,8/1/2016,6/1/2020,,69,Hello Games,Hello Games,Xbox / PC
Minecraft: Dungeons,5/1/2020,5/1/2020,,73,Microsoft Studios,"Double Eleven, Mojang",Xbox / PC
Golf With Your Friends,5/1/2020,5/1/2020,,68,"Team17 Digital, Blacklight Interactive®, Blacklight Interactive","Team17 Digital, Blacklight Interactive®, Blacklight Interactive",Xbox / PC
Halo 2: Anniversary,11/1/2004,5/1/2020,,71,Xbox Game Studios,343 Industries,Xbox / PC
DayZ,12/1/2013,5/1/2020,,56,Bohemia Interactive,Bohemia Interactive,Xbox
MechWarrior 5: Mercenaries,12/1/2019,5/1/2020,,74,"Sold Out, Piranha Games",Piranha Games,Xbox / PC
Gears Tactics,4/1/2020,4/1/2020,,81,"Microsoft Studios, Xbox Game Studios","Splash Damage, The Coalition",Xbox / PC
Totally Reliable Delivery Service,4/1/2020,4/1/2020,,60,tinyBuild,We're Five Games,Xbox / PC
Bleeding Edge,3/1/2020,3/1/2020,,70,"Microsoft Studios, Ninja Theory",Ninja Theory,Xbox / PC
Ori and the Will of the Wisps,3/1/2020,3/1/2020,,90,"Microsoft Studios, Xbox Game Studios",Moon Studios,Xbox / PC
Halo: Combat Evolved - Anniversary,11/1/2001,3/1/2020,,79,Microsoft Studios,"Saber Interactive, 343 Industries",Xbox / PC
Wasteland Remastered,2/1/2020,2/1/2020,,60,inXile Entertainment,"InXile Entertainment, Krome Studios",Xbox / PC
Wolfenstein: Youngblood,7/1/2019,2/1/2020,,68,Bethesda Softworks,"Bethesda Softworks, Arkane Studios, Machine Games",Xbox / PC
Frostpunk,4/1/2018,1/1/2020,,84,11 bit studios,11 Bit Studios,Xbox / PC
Phoenix Point,12/1/2019,12/1/2019,,74,Snapshot Games,Snapshot Games,Xbox / PC
Totally Accurate Battle Simulator,4/1/2019,12/1/2019,,76,Landfall,Landfall,Xbox / PC
Pillars of Eternity: Definitive Edition,3/1/2015,12/1/2019,,86,Paradox Interactive,Obsidian Entertainment,Xbox / PC
Overcooked! 2,8/1/2018,12/1/2019,,83,Team17 Digital,"Team17 Digital, Ghost Town Games",Xbox / PC
Halo: Reach,9/1/2010,12/1/2019,,91,Microsoft Studios,Bungie,Xbox / PC
Age of Empires II: Definitive Edition,11/1/2019,11/1/2019,,84,"Microsoft Studios, Xbox Game Studios","Forgotten Empires, Wicked Witch, Tantalus",Xbox / PC
RAGE 2,5/1/2019,11/1/2019,,72,Bethesda Softworks,"id Software, Avalanche Studios, Virtuos, Goodbye Kansas Games, Passion Republic Games, Isbit Games",Xbox / PC
The Outer Worlds,10/1/2019,10/1/2019,,85,Private Division,Obsidian Entertainment,Xbox / PC
Fallout: New Vegas - Ultimate Edition,10/1/2010,10/1/2019,,84,Bethesda Softworks,Obsidian Entertainment,Xbox / PC
Dishonored 2,11/1/2016,10/1/2019,,88,Bethesda Softworks,"Bethesda Softworks, Arkane Studios",Xbox / PC
Gears 5: Game of the Year Edition,9/1/2019,9/1/2019,,83,"Microsoft Studios, Xbox Game Studios",The Coalition,Xbox / PC
Dead Cells,5/1/2017,9/1/2019,,91,"Plug In Digital, Playdigious, Motion Twin","Plug In Digital, Playdigious, Motion Twin",Xbox / PC
The Bard's Tale IV: Director's Cut,9/1/2018,8/1/2019,,70,inXile Entertainment,InXile Entertainment,Xbox / PC
Age of Empires: Definitive Edition,2/1/2018,8/1/2019,,83,"Microsoft Studios, Xbox Game Studios","Relic Entertainment, Ensemble Studios, Forgotten Empires, Tantalus",PC
Stellaris,5/1/2016,8/1/2019,,81,Paradox Interactive,Paradox Development Studio,Xbox / PC
Slay the Spire,11/1/2017,8/1/2019,,88,"Humble Bundle, Mega Crit Games","Humble Bundle, Mega Crit",Xbox / PC
The Bard's Tale Trilogy,8/1/2018,8/1/2019,,70,inXile Entertainment,Krome Studios,Xbox / PC
Killer Instinct 2 Classic,11/1/2013,7/1/2019,,59,Midway Games,Rare,Xbox
Killer Instinct Classic,10/1/1994,7/1/2019,,85,Rareware,Rare,Xbox
Killer Instinct (2013): Anniversary Edition,11/1/2013,7/1/2019,,86,"Nintendo, Midway Games, Midway, Rareware",Rare,Xbox / PC
Middle-earth: Shadow of War,10/1/2017,7/1/2019,,81,"Warner Bros. Interactive, WB Games","Warner Bros. Interactive, Monolith Productions",Xbox / PC
Torment: Tides of Numenera,2/1/2017,6/1/2019,,81,"Techland Publishing, inXile Entertainment",Techland,Xbox / PC
Perfect Dark,8/1/2000,6/1/2019,,79,"Microsoft Studios, Rare","Rare, 4J Studios",Xbox
Rare Replay,8/1/2015,6/1/2019,,84,Microsoft Studios,,Xbox
ASTRONEER,12/1/2016,6/1/2019,,72,"Gearbox Publishing, System Era Softworks",System Era Softworks,Xbox / PC
Batman: Arkham Knight,6/1/2015,6/1/2019,,85,Warner Bros. Interactive,Rocksteady Studios,Xbox
Halo: Spartan Strike,4/1/2015,6/1/2019,,66,Microsoft Studios,"343 Industries, Microsoft, Vanguard Games",PC
Hollow Knight: Voidheart Edition,2/1/2017,6/1/2019,,90,Team Cherry,Team Cherry,Xbox / PC
Moonlighter,5/1/2018,6/1/2019,,84,11 bit studios,"11 Bit Studios, Digital Sun",Xbox / PC
Rise of Nations: Extended Edition,5/1/2003,6/1/2019,,89,Microsoft Studios,Big Huge Games,PC
Dead by Daylight: Special Edition,6/1/2016,5/1/2019,,58,"Koch Media, Behaviour Interactive, Starbreeze Studios","Behaviour Interactive, Behaviour Digital",Xbox / PC
Descenders,2/1/2018,5/1/2019,,77,"No More Robots, Noodlecake Studios","RageSquid, Noodlecake",Xbox / PC
Wolfenstein II: The New Colossus,10/1/2017,5/1/2019,,88,Bethesda Softworks,"Bethesda Softworks, id Software, Arkane Studios, Panic Button, Machine Games, Goodbye Kansas Games, Doctor Entertainment",Xbox / PC
The Walking Dead: A New Frontier,12/1/2016,4/1/2019,,73,"Telltale Games, Skybound Games",Telltale Games,Xbox / PC
Prey,5/1/2017,4/1/2019,,83,Bethesda Softworks,Arkane Studios,Xbox / PC
Minecraft,11/1/2011,4/1/2019,,88,"Microsoft Studios, Mojang","4J Studios, Mojang",Xbox / PC
Fallout 4,11/1/2015,3/1/2019,,88,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Walking Dead: Michonne,2/1/2016,3/1/2019,,64,Telltale Games,Telltale Games,Xbox / PC
Crackdown 3,2/1/2019,2/1/2019,,60,Microsoft Studios,"Sumo Digital, Reagent Games, Cloudgine",Xbox / PC
The Walking Dead: The Complete First Season,12/1/2017,2/1/2019,,89,Telltale Games,Telltale Games,Xbox / PC
The Walking Dead: Season Two,12/1/2013,2/1/2019,,83,"Telltale Games, Skybound Games",Telltale Games,Xbox / PC
ARK: Ultimate Survivor Edition,12/1/2016,1/1/2019,,69,"Studio Wildcard, Snail Games USA","Instinct Games, Studio Wildcard, Grove Street Games",Xbox / PC
Ori and the Blind Forest: Definitive Edition,3/1/2015,12/1/2018,,88,Microsoft Studios,Moon Studios,Xbox / PC
Hellblade: Senua's Sacrifice,8/1/2017,12/1/2018,,88,Ninja Theory,Ninja Theory,Xbox / PC
Wolfenstein: The New Order,5/1/2014,10/1/2018,,80,Bethesda Softworks,"Bethesda Softworks, Machine Games",Xbox / PC
Halo: The Master Chief Collection,11/1/2014,9/1/2018,,85,Microsoft Studios,"Splash Damage, 343 Industries, Ruffian Games",Xbox / PC
Quantum Break,4/1/2016,9/1/2018,,77,"Microsoft Studios, THQ Nordic",Remedy Entertainment,Xbox / PC
DOOM (2016),5/1/2016,8/1/2018,,87,Bethesda Softworks,"Bethesda Softworks, id Software, Panic Button, Tango Gameworks, Escalation Studios, Certain Affinity, Digital Domain, BattleCry Studios",Xbox
RAGE,10/1/2011,8/1/2018,,81,"Bethesda Softworks, Aspyr, ak tronic Software & Services","Aspyr Media, id Software, Escalation Studios",Xbox
Rush: A Disney Pixar Adventure,3/1/2012,8/1/2018,,68,"Microsoft Studios, THQ Nordic",Asobo Studios,Xbox / PC
Ryse: Son of Rome,11/1/2013,8/1/2018,,60,"Microsoft Studios, Crytek",Crytek,Xbox
Fallout 3: Game of the Year Edition,10/1/2008,7/1/2018,,93,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
Human: Fall Flat,7/1/2016,7/1/2018,,73,"505 Games, Curve Digital","505 Games, Curve Digital, No Brakes Games",Xbox / PC
The Elder Scrolls IV: Oblivion,3/1/2006,7/1/2018,,94,"2K Games, Bethesda Softworks, Tomris Games","Bethesda Softworks, Bethesda Game Studios, Tomris Games",Xbox / PC
The Elder Scrolls Online,4/1/2014,6/1/2018,,77,Bethesda Softworks,"Zenimax Online Studios, Zenimax Media",Xbox
Disneyland Adventures,11/1/2011,6/1/2018,,67,"Microsoft Studios, THQ Nordic","Frontier Developments, Asobo Studio",Xbox / PC
Wasteland 2: Director's Cut,9/1/2014,6/1/2018,,77,"Deep Silver, inXile Entertainment",InXile Entertainment,Xbox / PC
State of Decay 2: Juggernaut Edition,5/1/2018,5/1/2018,,78,Xbox Game Studios,Undead Labs,Xbox / PC
Cities: Skylines - Remastered,3/1/2015,4/1/2018,,83,Paradox Interactive,Colossal Order,Xbox / PC
theHunter: Call of the Wild,2/1/2017,4/1/2018,,83,"Astragon Entertainment, Avalanche Studios",Expansive Worlds,Xbox / PC
Sea of Thieves,3/1/2018,3/1/2018,,69,Xbox Game Studios,Rare,Xbox / PC
Super Lucky's Tale,11/1/2017,3/1/2018,,64,"Microsoft Studios, THQ Nordic",playful,Xbox / PC
Fable Anniversary,2/1/2014,2/1/2018,,68,Microsoft Studios,Lionhead Studios,Xbox
Halo Wars 2,2/1/2017,2/1/2018,,79,Microsoft Studios,"Creative Assembly, 343i",Xbox / PC
Zoo Tycoon: Ultimate Animal Collection,10/1/2017,1/1/2018,,68,Microsoft Studios,"Frontier Developments, Asobo Studios",Xbox / PC
Gears of War 4,10/1/2016,12/1/2017,,84,Microsoft Studios,The Coalition,Xbox / PC
Mass Effect,11/1/2007,12/1/2017,,90,"Electronic Arts, Microsoft Studios","BioWare, Edge of Reality, Demiurge Studios",Xbox / PC
Halo Wars: Definitive Edition,2/1/2009,11/1/2017,,81,Microsoft Studios,"343 Industries, Behaviour Interactive, Ensemble Studios",Xbox / PC
Costume Quest 2,10/1/2014,10/1/2017,,65,"Majesco Entertainment, Midnight City","Double Fine Productions, Majesco Entertainment Company",Xbox
State of Decay: Year One Survival Edition,4/1/2015,10/1/2017,,72,"Microsoft Studios, THQ Nordic",Undead Labs,Xbox
Fable II,10/1/2008,9/1/2017,,89,Microsoft Studios,Lionhead Studios,Xbox
ReCore: Definitive Edition,9/1/2016,8/1/2017,,61,Microsoft Studios,"Armature Studio, Comcept",Xbox / PC
Banjo-Kazooie,6/1/1998,6/1/2017,,77,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Banjo-Kazooie: Nuts & Bolts,11/1/2008,6/1/2017,,79,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Banjo-Tooie,11/1/2000,6/1/2017,,73,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Fable III,10/1/2010,6/1/2017,,80,Microsoft Studios,Lionhead Studios,Xbox
Fuzion Frenzy,11/1/2001,6/1/2017,,70,Microsoft Studios,Blitz Games,Xbox
Gears of War,11/1/2006,6/1/2017,,94,Microsoft Studios,"Epic Games, People Can Fly",Xbox
Gears of War 2,11/1/2008,6/1/2017,,93,Microsoft Studios,Epic Games,Xbox
Gears of War 3,9/1/2011,6/1/2017,,91,Microsoft Studios,Epic Games,Xbox
Gears of War: Judgment,3/1/2013,6/1/2017,,79,Microsoft Studios,Epic Games,Xbox
Gears of War: Ultimate Edition,11/1/2006,6/1/2017,,82,Microsoft Studios,"Epic Games, The Coalition",Xbox / PC
Halo 5: Guardians,10/1/2015,6/1/2017,,84,Microsoft Studios,343 Industries,Xbox
Halo: Spartan Assault,7/1/2013,6/1/2017,,53,Microsoft Studios,"343 Industries, Microsoft, Vanguard Games",Xbox / PC
Jetpac Refuelled,3/1/2007,6/1/2017,,73,Microsoft Studios,Rare,Xbox
Joy Ride Turbo,5/1/2012,6/1/2017,,67,,,Xbox
Kameo: Elements of Power,11/1/2005,6/1/2017,,79,Microsoft Studios,Rare,Xbox
Max: The Curse of Brotherhood,12/1/2013,6/1/2017,,72,"Microsoft Studios, Bending Spoons Apps IVS, Flashbulb ApS, Stage Clear Studios","Stage Clear Studios, Bending Spoons Apps IVS, Flashbulb Games, Flashbulb ApS, Press Play",Xbox
Payday 2: Crimewave Edition,8/1/2013,6/1/2017,,65,"505 Games, Starbreeze","505 Games, OVERKILL Software",Xbox
Perfect Dark Zero,6/1/2006,6/1/2017,,81,Microsoft Studios,Rare,Xbox
ScreamRide,3/1/2015,6/1/2017,,71,Microsoft Studios,Frontier Developments,Xbox
Sunset Overdrive,10/1/2014,6/1/2017,,81,"Microsoft Studios, THQ Nordic","Insomniac Games, Blind Squirrel Games",Xbox / PC
Terraria,5/1/2011,6/1/2017,,84,"505 Games, Headup Games, Spike Chunsoft, Re-Logic","Engine Software, Codeglue, Pipeworks Studio, Re-Logic",Xbox
Viva Piñata,11/1/2006,6/1/2017,,84,"Microsoft Studios, Krome Studios","Rare, Microsoft Game Studios",Xbox
Viva Piñata: Trouble in Paradise,9/1/2008,6/1/2017,,82,"Microsoft Studios, Krome Studios","Rare, Microsoft Game Studios",Xbox
